CompanyID,CompanyName,CompanyPortal
91,Akamai,Akamai
92,Bosch,SmartRecruiters
93,Lucid,Lever
94,KLA,Workday
95,Snapchat,Workday
96,Overstock,Workday
97,Regions,Workday
98,RTX,Workday
99,USFoods,Workday
100,King,Workday
