CompanyID,KnownJobs
91,||345028|343768|348688|348149|346888|346949|345048|350128|345108|349730|349708|349608|351048|349809|350009|346950|350028|352150|353028|353648|349729|354828|349928|349868|356608|349848|357729|356568|358129|359028|358528|358548
92,|eaeb2bda-02a4-4e9f-b357-957d3b6da7d7
93,
94,|2320235|2320076|2320075|2320290|2320296|2320283|2319338|2319968|2319561|2320182|2320211|2320215|2318530|2320115|2320305|2319730|2320239|2320117|2320458|2319612|2320562|2320495|2320663|2320078|2320077|2320684|2320631|2320692|2320875|2320696|2318799|2320878|2320626|2321023|2320767|2321123|2321070|2321058|2320141|2321084|2321004|2321220|2321341|2321209|2318889|2321377|2321389|2321388|2321386|2321393|2321383|2321327|2321326|2321193
95,
96,
97,
98,
99,|R248504|R248346|R247985|R248331|R249103|R249510|R249616|R246975|R250707|R249993
100,|R021854|R020015
