CompanyID,CompanyName,CompanyPortal
101,Carrier,Workday
102,Dell,Workday
103,Uline,Workday
104,Yahoo,Workday
105,Gartner,Workday
106,BroadInstitute,Workday
107,Walmart,Workday
108,WarnerBrothers,Workday
109,SonyGlobal,Workday
110,SonyPictures,Workday
