CompanyID,CompanyName,CompanyPortal
121,Symbolic,Workday
122,Fiserv,Workday
123,CapitalGroup,Workday
124,Travelers,Workday
125,SSCTechnologies,Workday
126,Nike,Workday
127,FIS,Workday
128,,Workday
129,AthenaHealth,Workday
130,Manulife and John Hancock,Workday
