CompanyID,CompanyName,CompanyPortal
31,ServiceNow,Others
32,SchniederElectric,Others
33,Paypal,Workday
34,Workday,Workday
35,OpenAI,GreenHouse
36,LG,Others
37,Databricks,GreenHouse
38,Stripe,Others
39,Plaid,Lever
40,Robinhood,GreenHouse
