CompanyID,KnownJobs
31,
32,|55631|57646|54552|52044|51463|50953|44375|58075|57408|57855|51492|58447|58207|58022|52618|56804|55520|42517|54958|58494|56832|55464|54946|58505|58546|58508|54528|53196|57185|58406|57257|55965|55603|43860|39210|49185|57846|56487|57824|40517|57177|58731|53488|57540|55966|49180|56311|50437|47156|38675|42845|57800|58405|52192|56308|56309|56312|56310|57931|55609|58730|57125|59013|58879|55995|42630|42941|59453|53786|59041|59384|56758|59667|56759|59666|59788|57714|59295|59294|59308|59293|59221|56113|55342|60043|59222|54767|59828|50808|59710|59654|60397|59785|54535|60391|57721|60487|59889|60229|57752|60721|54184|55626|60707|60708|60353|53848|55473
33,
34,
35,
36,
37,
38,
39,|132ea85c-db6a-4a48-b7b1-453236b99992|bbd64200-07af-48f5-8fa4-6f60c8dcf10a|acaa0f3f-71e4-42d6-b848-930c451149e5|20e370f2-6489-42a3-8814-7c13617dcf8e
40,
